_id,numero_de_camisa_preferido,tamanho_do_sapato,quantidade_de_filhos,altura,peso,cidade_de_nascimento,renda,comida_favorita,bebida_favorita,look_que_mais_combina,videogame_favorito,tempo_de_associacao_torcedor_m,modalidade_esportiva_interesse,interesse_em_merchandising,canal_de_comunicacao_preferido
3847,15,22,7,196,102,santa_catarina,0 a 1500,Sushi,Refrigerante,casual,call_of_duty,51,futebol,verdadeiro,whatsapp
3848,26,25,7,161,111,minas_gerais,0 a 1500,Hambúrguer,Água,moderno,fifa,65,ciclismo,verdadeiro,sms
3849,22,26,5,181,100,distrito_federal,0 a 1500,Bacalhau,Café,elegante,minecraft,1,ciclismo,verdadeiro,whatsapp
3850,14,30,5,196,116,rio_de_janeiro,0 a 1500,Churrasco,Caipirinha,moderno,call_of_duty,49,futebol,falso,sms
3851,18,20,3,167,72,bahia,2501 a 5000,Tacos,Suco,urbano,pes,18,volei,falso,sms
3852,9,41,3,194,99,rio_grande_do_sul,1501 a 2500,Acarajé,Chá,casual,call_of_duty,4,volei,falso,whatsapp
3853,16,21,5,200,98,alagoas,1501 a 2500,Hambúrguer,Água,elegante,minecraft,35,ciclismo,verdadeiro,whatsapp
3854,13,28,4,196,110,rio_grande_do_norte,0 a 1500,Salada,Caipirinha,vintage,fifa,64,golfe,falso,whatsapp
3855,12,25,6,171,56,pernambuco,1501 a 2500,Tacos,Suco,esportivo,call_of_duty,53,boxe,verdadeiro,sms
3856,15,42,6,158,74,goiás,0 a 1500,Tacos,Chá,esportivo,pes,28,tenis,verdadeiro,whatsapp
3857,14,27,5,188,98,mato_grosso_do_sul,0 a 1500,Churrasco,Refrigerante,alternativo,call_of_duty,39,volei,verdadeiro,whatsapp
3858,9,29,7,164,84,rio_de_janeiro,0 a 1500,Lasanha,Caipirinha,moderno,minecraft,0,basquete,falso,sms
3859,8,42,7,199,70,maranhão,0 a 1500,Sushi,Suco,elegante,minecraft,49,tenis,falso,whatsapp
3860,15,33,7,165,50,amapá,0 a 1500,Lasanha,Café,elegante,fifa,51,atletismo,falso,email
3861,24,41,3,176,50,piauí,1501 a 2500,Salada,Vinho,moderno,minecraft,34,volei,falso,sms
3862,10,28,3,205,52,minas_gerais,0 a 1500,Lasanha,Caipirinha,casual,call_of_duty,65,volei,verdadeiro,email
3863,14,33,3,199,94,rio_grande_do_sul,2501 a 5000,Sushi,Café,elegante,fortnite,44,tenis,verdadeiro,email
3864,15,33,4,154,115,roraima,0 a 1500,Salada,Vinho,elegante,call_of_duty,5,golfe,verdadeiro,email
3865,24,22,5,208,77,minas_gerais,0 a 1500,Hambúrguer,Água,alternativo,pes,53,boxe,verdadeiro,sms
3866,2,31,3,183,42,mato_grosso_do_sul,0 a 1500,Salada,Cerveja,vintage,fortnite,40,futebol,verdadeiro,email
3867,17,32,2,210,57,sergipe,0 a 1500,Hambúrguer,Chá,esportivo,pes,39,ciclismo,verdadeiro,email
3868,1,43,2,196,97,rondônia,0 a 1500,Feijoada,Água,urbano,fortnite,1,atletismo,verdadeiro,whatsapp
3869,14,39,6,156,79,rio_grande_do_norte,0 a 1500,Feijoada,Vinho,esportivo,call_of_duty,55,futebol,falso,email
3870,5,30,3,199,62,amapá,0 a 1500,Salada,Água,urbano,minecraft,62,basquete,falso,whatsapp
3871,13,27,2,164,59,bahia,1501 a 2500,Acarajé,Caipirinha,moderno,fifa,40,volei,falso,sms
3872,2,20,6,186,102,paraná,0 a 1500,Tacos,Caipirinha,esportivo,minecraft,51,basquete,falso,sms
3873,13,20,6,174,87,espírito_santo,0 a 1500,Sushi,Smoothie,casual,fortnite,16,atletismo,verdadeiro,email
3874,6,31,1,198,58,mato_grosso,0 a 1500,Sushi,Smoothie,moderno,pes,9,golfe,verdadeiro,sms
3875,10,42,4,185,68,rondônia,2501 a 5000,Sushi,Água,alternativo,minecraft,61,tenis,falso,email
3876,10,42,2,211,56,santa_catarina,1501 a 2500,Churrasco,Café,vintage,pes,35,futebol,falso,email
3877,23,35,7,188,75,mato_grosso,0 a 1500,Sushi,Suco,esportivo,minecraft,46,boxe,falso,whatsapp
3878,19,21,6,208,68,rio_grande_do_sul,0 a 1500,Bacalhau,Smoothie,urbano,fortnite,64,boxe,verdadeiro,sms
3879,25,43,2,205,128,amapá,0 a 1500,Sushi,Caipirinha,esportivo,minecraft,32,volei,verdadeiro,whatsapp
3880,26,41,7,209,106,minas_gerais,1501 a 2500,Sushi,Caipirinha,esportivo,pes,54,tenis,verdadeiro,email
3881,20,27,7,202,91,espírito_santo,0 a 1500,Salada,Smoothie,casual,fifa,56,tenis,falso,sms
3882,19,35,6,193,92,minas_gerais,0 a 1500,Salada,Suco,urbano,pes,50,golfe,verdadeiro,whatsapp
3883,8,21,1,199,90,sergipe,0 a 1500,Pizza,Chá,vintage,fifa,15,futebol,verdadeiro,email
3884,12,40,2,193,77,paraíba,1501 a 2500,Churrasco,Leite,alternativo,fortnite,18,natação,falso,sms
3885,7,36,1,194,94,paraná,0 a 1500,Pizza,Vinho,casual,fifa,56,atletismo,verdadeiro,email
3886,2,31,5,169,86,rio_grande_do_norte,0 a 1500,Sushi,Água,vintage,call_of_duty,67,boxe,verdadeiro,sms
3887,26,26,4,165,119,bahia,0 a 1500,Sushi,Vinho,alternativo,minecraft,52,ciclismo,falso,sms
3888,14,22,6,205,113,distrito_federal,1501 a 2500,Bacalhau,Caipirinha,moderno,pes,36,boxe,falso,sms
3889,16,23,4,159,40,pará,0 a 1500,Churrasco,Chá,vintage,minecraft,55,golfe,falso,whatsapp
3890,3,33,3,177,79,rio_grande_do_norte,1501 a 2500,Acarajé,Cerveja,urbano,call_of_duty,57,boxe,verdadeiro,email
3891,20,42,5,156,99,mato_grosso,2501 a 5000,Lasanha,Refrigerante,moderno,minecraft,32,atletismo,verdadeiro,whatsapp
3892,24,40,6,185,44,roraima,2501 a 5000,Pizza,Refrigerante,urbano,minecraft,62,boxe,falso,email
3893,3,28,7,155,89,rio_grande_do_norte,0 a 1500,Bacalhau,Caipirinha,casual,call_of_duty,16,ciclismo,verdadeiro,email
3894,19,43,7,196,106,sergipe,0 a 1500,Churrasco,Cerveja,casual,minecraft,48,boxe,falso,sms
3895,16,34,7,188,99,são_paulo,0 a 1500,Feijoada,Água,elegante,fortnite,59,natação,falso,email
3896,11,21,4,211,94,pará,2501 a 5000,Acarajé,Cerveja,casual,fifa,16,ciclismo,falso,email
3897,7,27,4,184,55,acre,1501 a 2500,Sushi,Chá,urbano,minecraft,44,atletismo,falso,whatsapp
3898,12,30,3,210,47,piauí,1501 a 2500,Feijoada,Vinho,alternativo,fortnite,18,golfe,falso,whatsapp
3899,3,21,4,182,74,pernambuco,0 a 1500,Acarajé,Caipirinha,casual,call_of_duty,49,ciclismo,falso,sms
3900,12,42,1,174,46,alagoas,1501 a 2500,Churrasco,Água,elegante,call_of_duty,57,atletismo,falso,email
3901,18,20,5,185,103,são_paulo,0 a 1500,Lasanha,Chá,alternativo,fifa,41,volei,verdadeiro,email
3902,22,21,4,186,99,rio_grande_do_sul,1501 a 2500,Pizza,Chá,esportivo,minecraft,65,basquete,verdadeiro,sms
3903,23,36,6,163,45,sergipe,0 a 1500,Bacalhau,Água,vintage,fortnite,47,tenis,falso,email
3904,19,22,5,196,48,bahia,1501 a 2500,Feijoada,Caipirinha,urbano,pes,61,boxe,falso,email
3905,14,26,7,172,120,amapá,0 a 1500,Hambúrguer,Smoothie,urbano,fifa,63,atletismo,verdadeiro,whatsapp
3906,18,32,4,169,70,piauí,0 a 1500,Acarajé,Refrigerante,vintage,minecraft,1,golfe,verdadeiro,email
3907,21,25,4,206,44,paraíba,1501 a 2500,Tacos,Cerveja,esportivo,call_of_duty,55,ciclismo,falso,whatsapp
3908,14,27,4,157,54,goiás,0 a 1500,Lasanha,Refrigerante,casual,fortnite,8,volei,falso,whatsapp
3909,4,32,1,166,52,alagoas,1501 a 2500,Tacos,Suco,urbano,call_of_duty,50,futebol,verdadeiro,whatsapp
3910,25,28,3,199,106,rio_grande_do_sul,0 a 1500,Hambúrguer,Leite,vintage,fifa,18,boxe,falso,email
3911,9,32,1,167,90,acre,0 a 1500,Tacos,Vinho,esportivo,fortnite,22,volei,verdadeiro,sms
3912,8,40,7,203,99,rio_grande_do_norte,0 a 1500,Hambúrguer,Leite,casual,call_of_duty,44,basquete,falso,email
3913,6,21,3,210,113,rondônia,0 a 1500,Feijoada,Chá,alternativo,call_of_duty,24,basquete,verdadeiro,email
3914,15,32,2,184,90,pará,1501 a 2500,Pizza,Smoothie,moderno,fortnite,5,tenis,falso,whatsapp
3915,17,29,6,175,47,alagoas,0 a 1500,Hambúrguer,Refrigerante,urbano,fifa,43,futebol,falso,whatsapp
3916,17,35,2,165,126,rio_grande_do_sul,0 a 1500,Acarajé,Água,urbano,call_of_duty,42,futebol,falso,email
3917,12,32,5,177,60,santa_catarina,1501 a 2500,Acarajé,Água,moderno,fortnite,20,atletismo,falso,sms
3918,4,34,6,159,128,espírito_santo,0 a 1500,Feijoada,Refrigerante,casual,fortnite,9,atletismo,verdadeiro,email
3919,11,21,2,160,40,espírito_santo,5001 a 10000,Acarajé,Suco,alternativo,fortnite,11,golfe,verdadeiro,email
3920,8,33,2,175,118,pernambuco,1501 a 2500,Tacos,Chá,moderno,call_of_duty,53,ciclismo,verdadeiro,sms
3921,5,34,7,185,78,rondônia,2501 a 5000,Churrasco,Chá,urbano,minecraft,47,volei,verdadeiro,sms
3922,7,41,7,164,74,paraíba,2501 a 5000,Lasanha,Chá,vintage,pes,42,ciclismo,verdadeiro,whatsapp
3923,18,42,1,170,96,amazonas,0 a 1500,Feijoada,Vinho,esportivo,pes,67,golfe,verdadeiro,whatsapp
3924,12,22,5,203,111,espírito_santo,0 a 1500,Sushi,Refrigerante,esportivo,fortnite,11,ciclismo,verdadeiro,whatsapp
3925,14,37,1,173,62,mato_grosso_do_sul,10001 a 20000,Bacalhau,Chá,moderno,fortnite,45,basquete,falso,sms
3926,26,22,1,163,88,paraná,0 a 1500,Lasanha,Café,elegante,call_of_duty,56,atletismo,verdadeiro,whatsapp
3927,16,37,2,158,100,bahia,0 a 1500,Acarajé,Suco,elegante,fortnite,64,natação,falso,whatsapp
3928,9,28,4,184,78,são_paulo,0 a 1500,Acarajé,Chá,moderno,call_of_duty,59,volei,verdadeiro,whatsapp
3929,12,27,6,155,70,distrito_federal,2501 a 5000,Pizza,Chá,esportivo,minecraft,9,boxe,falso,email
3930,3,24,7,200,62,piauí,0 a 1500,Churrasco,Chá,esportivo,fifa,64,golfe,verdadeiro,whatsapp
3931,3,27,5,187,76,paraná,1501 a 2500,Salada,Café,alternativo,fortnite,61,golfe,falso,email
3932,19,22,6,163,119,ceará,1501 a 2500,Pizza,Vinho,alternativo,minecraft,17,ciclismo,verdadeiro,whatsapp
3933,18,26,4,171,110,rio_de_janeiro,1501 a 2500,Salada,Suco,elegante,fifa,38,basquete,verdadeiro,whatsapp
3934,16,27,5,169,84,pará,0 a 1500,Tacos,Smoothie,alternativo,fortnite,22,volei,falso,email
3935,26,41,2,190,119,roraima,1501 a 2500,Tacos,Suco,moderno,fifa,21,basquete,verdadeiro,whatsapp
3936,13,42,7,167,111,ceará,0 a 1500,Lasanha,Smoothie,casual,call_of_duty,10,volei,falso,sms
3937,1,42,5,171,91,pernambuco,0 a 1500,Acarajé,Chá,alternativo,minecraft,31,boxe,verdadeiro,email
3938,2,36,3,182,71,distrito_federal,2501 a 5000,Bacalhau,Cerveja,moderno,call_of_duty,13,atletismo,falso,whatsapp
3939,23,43,5,177,72,pará,0 a 1500,Sushi,Água,vintage,pes,5,futebol,falso,whatsapp
3940,26,21,6,172,85,maranhão,0 a 1500,Lasanha,Caipirinha,urbano,pes,62,natação,falso,email
3941,20,34,2,208,81,mato_grosso_do_sul,0 a 1500,Feijoada,Refrigerante,alternativo,fifa,1,tenis,verdadeiro,whatsapp
3942,11,20,1,184,72,minas_gerais,2501 a 5000,Lasanha,Refrigerante,moderno,minecraft,24,basquete,falso,sms
3943,18,26,3,161,118,rio_de_janeiro,1501 a 2500,Lasanha,Refrigerante,elegante,call_of_duty,10,volei,verdadeiro,sms
3944,25,26,4,187,90,roraima,2501 a 5000,Lasanha,Vinho,casual,fortnite,14,futebol,verdadeiro,sms
3945,17,42,2,201,85,alagoas,1501 a 2500,Pizza,Café,alternativo,pes,63,futebol,falso,whatsapp
3946,11,35,7,205,79,piauí,1501 a 2500,Sushi,Suco,esportivo,fifa,62,atletismo,falso,sms
3947,5,21,3,205,112,piauí,0 a 1500,Lasanha,Caipirinha,elegante,pes,53,boxe,verdadeiro,email
3948,11,43,3,198,66,acre,2501 a 5000,Bacalhau,Suco,vintage,minecraft,55,atletismo,verdadeiro,whatsapp
3949,13,39,4,165,69,amapá,1501 a 2500,Bacalhau,Cerveja,vintage,call_of_duty,50,tenis,verdadeiro,sms
3950,14,24,1,170,63,amapá,0 a 1500,Bacalhau,Suco,elegante,fifa,45,volei,falso,whatsapp
3951,17,24,5,198,99,acre,0 a 1500,Acarajé,Smoothie,elegante,fifa,43,futebol,verdadeiro,sms
3952,17,42,4,177,97,bahia,0 a 1500,Churrasco,Chá,moderno,fifa,64,atletismo,verdadeiro,email
3953,16,29,7,179,127,são_paulo,2501 a 5000,Churrasco,Suco,esportivo,fortnite,62,natação,falso,sms
3954,20,41,5,190,111,tocantins,1501 a 2500,Hambúrguer,Leite,vintage,pes,44,ciclismo,falso,sms
3955,1,21,4,161,47,pará,0 a 1500,Lasanha,Refrigerante,urbano,call_of_duty,18,atletismo,falso,whatsapp
3956,3,34,5,200,112,acre,1501 a 2500,Pizza,Água,casual,minecraft,18,boxe,falso,email
3957,26,36,6,174,119,rio_de_janeiro,1501 a 2500,Pizza,Chá,urbano,minecraft,50,futebol,verdadeiro,email
3958,3,34,5,179,100,mato_grosso,1501 a 2500,Hambúrguer,Vinho,vintage,call_of_duty,15,tenis,verdadeiro,sms
3959,1,37,3,157,67,acre,1501 a 2500,Bacalhau,Leite,alternativo,fifa,48,tenis,verdadeiro,email
3960,1,21,5,185,86,paraná,2501 a 5000,Salada,Caipirinha,urbano,fifa,67,natação,falso,whatsapp
3961,26,29,4,170,104,acre,1501 a 2500,Tacos,Refrigerante,alternativo,minecraft,40,natação,falso,email
3962,10,37,2,211,57,são_paulo,1501 a 2500,Lasanha,Leite,vintage,minecraft,21,futebol,verdadeiro,sms
3963,24,39,1,162,119,sergipe,1501 a 2500,Lasanha,Refrigerante,elegante,fortnite,49,tenis,verdadeiro,whatsapp
3964,20,20,7,201,53,sergipe,1501 a 2500,Churrasco,Água,esportivo,call_of_duty,15,golfe,falso,sms
3965,22,42,7,204,101,paraíba,0 a 1500,Churrasco,Vinho,casual,fortnite,17,futebol,verdadeiro,email
3966,21,31,7,191,62,roraima,2501 a 5000,Hambúrguer,Água,esportivo,minecraft,43,natação,falso,whatsapp
3967,22,22,7,191,85,mato_grosso,1501 a 2500,Lasanha,Refrigerante,casual,call_of_duty,42,ciclismo,verdadeiro,whatsapp
3968,7,34,7,195,87,são_paulo,1501 a 2500,Sushi,Leite,elegante,call_of_duty,11,golfe,falso,sms
3969,14,20,2,204,120,amapá,1501 a 2500,Hambúrguer,Refrigerante,vintage,fifa,8,ciclismo,falso,email
3970,21,24,6,211,97,mato_grosso_do_sul,1501 a 2500,Salada,Suco,moderno,minecraft,5,tenis,verdadeiro,sms
3971,7,20,3,209,125,mato_grosso_do_sul,0 a 1500,Tacos,Água,urbano,pes,8,volei,falso,email
3972,25,25,3,161,118,minas_gerais,5001 a 10000,Pizza,Café,elegante,pes,9,golfe,falso,whatsapp
3973,9,25,4,197,114,minas_gerais,0 a 1500,Feijoada,Café,urbano,fortnite,49,atletismo,verdadeiro,email
3974,8,23,7,197,55,paraná,1501 a 2500,Salada,Café,urbano,call_of_duty,21,boxe,falso,sms
3975,12,24,3,207,97,amazonas,0 a 1500,Churrasco,Caipirinha,vintage,pes,37,atletismo,verdadeiro,email
3976,15,41,2,154,106,paraíba,0 a 1500,Bacalhau,Leite,vintage,fortnite,48,atletismo,falso,email
3977,18,29,7,162,113,maranhão,2501 a 5000,Lasanha,Caipirinha,esportivo,pes,24,futebol,falso,sms
3978,13,32,2,167,73,bahia,1501 a 2500,Hambúrguer,Caipirinha,vintage,minecraft,62,natação,falso,whatsapp
3979,16,40,1,165,84,pará,0 a 1500,Acarajé,Vinho,alternativo,call_of_duty,44,natação,falso,whatsapp
3980,13,32,7,202,127,pernambuco,1501 a 2500,Tacos,Leite,vintage,call_of_duty,26,volei,verdadeiro,email
3981,16,42,2,176,40,bahia,0 a 1500,Salada,Café,elegante,fortnite,59,golfe,falso,email
3982,15,20,2,204,40,paraíba,0 a 1500,Tacos,Vinho,alternativo,pes,63,golfe,verdadeiro,whatsapp
3983,15,22,5,197,89,minas_gerais,0 a 1500,Lasanha,Suco,alternativo,fifa,31,basquete,verdadeiro,whatsapp
3984,7,41,7,182,112,amazonas,0 a 1500,Sushi,Leite,esportivo,pes,30,boxe,verdadeiro,email
3985,5,43,6,199,94,santa_catarina,0 a 1500,Feijoada,Refrigerante,vintage,fifa,61,boxe,falso,whatsapp
3986,1,38,1,176,62,acre,0 a 1500,Acarajé,Caipirinha,moderno,fifa,1,basquete,verdadeiro,whatsapp
3987,17,36,5,168,109,santa_catarina,1501 a 2500,Hambúrguer,Chá,casual,fortnite,35,golfe,falso,whatsapp
3988,15,34,5,210,76,bahia,0 a 1500,Pizza,Água,elegante,fortnite,40,tenis,verdadeiro,whatsapp
3989,22,23,7,185,99,tocantins,0 a 1500,Lasanha,Refrigerante,vintage,pes,58,volei,falso,whatsapp
3990,5,36,7,159,122,amazonas,0 a 1500,Feijoada,Suco,alternativo,pes,20,futebol,falso,whatsapp
3991,12,42,3,193,114,tocantins,2501 a 5000,Lasanha,Vinho,alternativo,call_of_duty,63,volei,falso,whatsapp
3992,9,24,5,155,127,tocantins,0 a 1500,Churrasco,Caipirinha,urbano,pes,59,futebol,verdadeiro,email
3993,26,26,1,204,109,minas_gerais,0 a 1500,Acarajé,Vinho,casual,pes,60,futebol,verdadeiro,email
3994,19,28,5,189,82,paraíba,0 a 1500,Pizza,Suco,alternativo,pes,58,golfe,falso,email
3995,22,25,1,168,109,sergipe,0 a 1500,Tacos,Vinho,casual,fortnite,17,natação,verdadeiro,sms
3996,12,42,1,201,72,piauí,2501 a 5000,Sushi,Água,moderno,pes,2,basquete,verdadeiro,email
3997,9,36,3,195,96,bahia,0 a 1500,Sushi,Café,elegante,minecraft,8,ciclismo,falso,sms
3998,23,26,6,191,119,são_paulo,0 a 1500,Bacalhau,Smoothie,alternativo,fortnite,49,natação,verdadeiro,whatsapp
3999,16,36,2,191,66,acre,2501 a 5000,Sushi,Chá,elegante,minecraft,19,ciclismo,verdadeiro,email
4000,11,42,7,210,57,amazonas,0 a 1500,Salada,Suco,urbano,fifa,63,tenis,falso,whatsapp
4001,26,21,5,181,118,tocantins,0 a 1500,Tacos,Refrigerante,casual,call_of_duty,10,basquete,verdadeiro,sms
4002,6,22,5,208,91,ceará,0 a 1500,Lasanha,Água,vintage,fifa,37,natação,falso,email
4003,2,38,7,196,88,espírito_santo,1501 a 2500,Pizza,Cerveja,esportivo,pes,61,tenis,verdadeiro,sms
4004,3,24,2,159,87,bahia,0 a 1500,Feijoada,Caipirinha,urbano,fortnite,62,tenis,falso,whatsapp
4005,1,32,1,193,63,são_paulo,1501 a 2500,Hambúrguer,Chá,casual,call_of_duty,35,volei,verdadeiro,email
4006,17,23,6,188,53,espírito_santo,1501 a 2500,Sushi,Suco,vintage,fortnite,27,volei,falso,email
4007,5,21,4,201,117,maranhão,0 a 1500,Salada,Café,moderno,pes,30,ciclismo,verdadeiro,whatsapp
4008,16,26,2,205,115,amapá,1501 a 2500,Hambúrguer,Cerveja,elegante,minecraft,16,atletismo,verdadeiro,email
4009,11,43,1,199,90,mato_grosso,0 a 1500,Hambúrguer,Smoothie,moderno,minecraft,27,basquete,verdadeiro,sms
4010,2,31,4,164,103,bahia,1501 a 2500,Feijoada,Água,vintage,call_of_duty,45,ciclismo,falso,sms
4011,17,20,1,202,126,bahia,1501 a 2500,Tacos,Café,urbano,fortnite,47,basquete,verdadeiro,sms
4012,7,27,7,188,106,paraná,0 a 1500,Pizza,Smoothie,casual,fortnite,29,tenis,falso,whatsapp
4013,26,31,5,193,111,são_paulo,0 a 1500,Pizza,Vinho,vintage,fortnite,37,ciclismo,verdadeiro,sms
4014,5,23,6,169,46,pará,2501 a 5000,Feijoada,Leite,esportivo,pes,38,futebol,verdadeiro,sms
4015,23,38,5,195,60,roraima,0 a 1500,Churrasco,Café,alternativo,fifa,33,ciclismo,falso,email
4016,24,36,7,180,95,santa_catarina,0 a 1500,Pizza,Refrigerante,elegante,fortnite,38,atletismo,falso,sms
4017,20,32,3,171,123,pernambuco,1501 a 2500,Feijoada,Água,urbano,fortnite,38,futebol,falso,sms
4018,17,33,3,185,122,paraíba,0 a 1500,Bacalhau,Leite,elegante,call_of_duty,60,futebol,verdadeiro,sms
4019,14,23,7,167,122,rio_grande_do_sul,0 a 1500,Hambúrguer,Café,urbano,fifa,6,golfe,falso,sms
4020,1,39,3,169,40,mato_grosso,0 a 1500,Feijoada,Refrigerante,urbano,fifa,44,natação,falso,email
4021,6,34,6,170,100,são_paulo,0 a 1500,Salada,Suco,vintage,pes,13,basquete,falso,sms
4022,25,20,3,179,59,acre,0 a 1500,Tacos,Smoothie,esportivo,fortnite,12,atletismo,verdadeiro,whatsapp
4023,23,41,6,198,115,distrito_federal,0 a 1500,Feijoada,Suco,moderno,pes,26,natação,verdadeiro,sms
4024,13,33,6,177,92,roraima,0 a 1500,Tacos,Café,urbano,fortnite,2,atletismo,falso,email
4025,4,33,2,199,114,santa_catarina,1501 a 2500,Acarajé,Café,casual,call_of_duty,38,golfe,falso,email
4026,4,26,4,186,125,pará,1501 a 2500,Lasanha,Smoothie,casual,pes,64,ciclismo,verdadeiro,email
4027,16,33,5,169,50,rio_grande_do_sul,1501 a 2500,Tacos,Cerveja,casual,pes,19,futebol,falso,email
4028,1,29,5,207,100,distrito_federal,0 a 1500,Salada,Chá,esportivo,call_of_duty,43,ciclismo,falso,sms
4029,15,35,6,171,114,paraná,1501 a 2500,Tacos,Cerveja,casual,pes,17,basquete,verdadeiro,whatsapp
4030,23,33,5,190,49,espírito_santo,0 a 1500,Lasanha,Água,elegante,fortnite,46,golfe,falso,whatsapp
4031,9,25,4,160,54,piauí,1501 a 2500,Acarajé,Caipirinha,alternativo,call_of_duty,53,futebol,falso,whatsapp
4032,17,22,7,157,74,roraima,1501 a 2500,Feijoada,Refrigerante,alternativo,fortnite,40,boxe,falso,whatsapp
4033,4,23,6,185,86,pernambuco,2501 a 5000,Acarajé,Smoothie,urbano,minecraft,11,volei,falso,email
4034,21,35,5,192,95,goiás,1501 a 2500,Bacalhau,Água,elegante,fifa,58,futebol,falso,whatsapp
4035,14,39,4,195,128,maranhão,1501 a 2500,Feijoada,Chá,moderno,pes,32,boxe,falso,email
4036,4,38,5,160,62,espírito_santo,0 a 1500,Tacos,Chá,casual,fortnite,41,golfe,falso,email
4037,8,25,4,210,74,minas_gerais,0 a 1500,Lasanha,Vinho,urbano,minecraft,35,atletismo,falso,email
4038,22,32,6,203,65,distrito_federal,2501 a 5000,Hambúrguer,Chá,urbano,pes,60,atletismo,falso,email
4039,15,40,2,157,56,minas_gerais,0 a 1500,Bacalhau,Refrigerante,vintage,call_of_duty,57,boxe,falso,whatsapp
4040,26,37,2,197,60,piauí,1501 a 2500,Feijoada,Café,alternativo,fortnite,22,volei,falso,whatsapp
4041,23,30,5,194,120,mato_grosso_do_sul,5001 a 10000,Feijoada,Caipirinha,vintage,fifa,31,ciclismo,verdadeiro,sms
4042,11,30,5,192,123,mato_grosso,2501 a 5000,Tacos,Vinho,moderno,pes,22,golfe,falso,email
4043,7,33,7,188,87,rio_grande_do_norte,0 a 1500,Salada,Cerveja,vintage,minecraft,46,natação,falso,email
4044,26,23,3,200,62,amapá,2501 a 5000,Churrasco,Chá,elegante,fortnite,47,ciclismo,verdadeiro,email
4045,20,34,6,183,50,rio_de_janeiro,1501 a 2500,Sushi,Refrigerante,casual,fifa,6,atletismo,falso,email
4046,17,32,6,165,70,rio_grande_do_norte,0 a 1500,Acarajé,Cerveja,esportivo,fortnite,5,boxe,falso,email
4047,14,30,3,197,107,alagoas,1501 a 2500,Churrasco,Smoothie,urbano,minecraft,7,golfe,falso,whatsapp
4048,23,23,2,168,128,bahia,0 a 1500,Sushi,Refrigerante,vintage,minecraft,51,ciclismo,verdadeiro,whatsapp
4049,6,36,6,162,68,rio_grande_do_norte,1501 a 2500,Bacalhau,Café,esportivo,pes,24,tenis,falso,email
4050,5,27,1,203,75,espírito_santo,0 a 1500,Tacos,Vinho,elegante,fortnite,59,natação,falso,whatsapp
4051,6,33,2,189,119,pernambuco,1501 a 2500,Feijoada,Leite,elegante,pes,50,futebol,falso,sms
4052,17,30,6,194,112,rio_de_janeiro,1501 a 2500,Pizza,Smoothie,casual,pes,63,futebol,verdadeiro,email
4053,11,36,7,196,102,alagoas,0 a 1500,Salada,Água,elegante,minecraft,29,ciclismo,falso,sms
4054,16,33,3,154,57,rio_grande_do_sul,0 a 1500,Churrasco,Café,elegante,call_of_duty,65,basquete,falso,whatsapp
4055,11,34,4,196,52,santa_catarina,1501 a 2500,Salada,Café,vintage,fifa,19,golfe,verdadeiro,whatsapp
4056,2,33,2,169,105,rio_grande_do_norte,2501 a 5000,Salada,Leite,moderno,pes,31,boxe,falso,email
4057,19,39,1,177,76,maranhão,0 a 1500,Bacalhau,Smoothie,alternativo,pes,11,boxe,verdadeiro,sms
4058,2,22,5,185,65,tocantins,1501 a 2500,Sushi,Café,elegante,fifa,2,boxe,falso,email
4059,7,21,1,164,54,pará,2501 a 5000,Acarajé,Smoothie,moderno,minecraft,60,ciclismo,verdadeiro,whatsapp
4060,18,37,2,195,59,bahia,2501 a 5000,Tacos,Smoothie,urbano,fifa,21,tenis,falso,whatsapp
4061,26,39,5,154,89,rio_grande_do_sul,0 a 1500,Feijoada,Caipirinha,alternativo,fifa,22,ciclismo,verdadeiro,sms
4062,26,29,6,202,109,mato_grosso_do_sul,0 a 1500,Tacos,Café,vintage,fifa,63,natação,falso,whatsapp
4063,24,39,4,190,108,acre,0 a 1500,Pizza,Refrigerante,alternativo,fortnite,18,ciclismo,falso,email
4064,3,43,2,206,61,tocantins,1501 a 2500,Churrasco,Leite,moderno,call_of_duty,26,tenis,falso,sms
4065,19,39,6,191,93,acre,0 a 1500,Salada,Refrigerante,vintage,call_of_duty,53,tenis,verdadeiro,whatsapp
4066,24,26,3,178,102,ceará,0 a 1500,Hambúrguer,Vinho,elegante,fortnite,48,boxe,verdadeiro,email
4067,7,21,3,172,102,pernambuco,2501 a 5000,Bacalhau,Chá,elegante,pes,63,volei,verdadeiro,whatsapp
4068,22,41,7,203,92,são_paulo,0 a 1500,Bacalhau,Chá,urbano,pes,5,ciclismo,verdadeiro,sms
4069,1,22,4,175,114,goiás,0 a 1500,Sushi,Chá,urbano,call_of_duty,48,futebol,verdadeiro,sms
4070,18,32,1,159,119,roraima,0 a 1500,Feijoada,Caipirinha,casual,minecraft,63,futebol,falso,whatsapp
4071,15,28,5,163,71,amapá,2501 a 5000,Tacos,Vinho,urbano,call_of_duty,55,boxe,verdadeiro,whatsapp
4072,21,38,2,174,96,sergipe,0 a 1500,Bacalhau,Café,alternativo,minecraft,49,golfe,verdadeiro,whatsapp
4073,15,23,2,193,72,minas_gerais,1501 a 2500,Salada,Smoothie,alternativo,pes,38,volei,verdadeiro,email
